trip_id,orden,stop_id,hora_llegada,hora_salida
0062222026-04-20,2,4104,9:39:00,9:41:00
0062222026-04-20,3,78400,10:11:00,10:13:00
0062222026-04-20,4,4040,11:03:00,11:06:00
0062222026-04-20,8,80100,13:05:00,13:08:00
0062222026-04-20,9,11208,14:01:00,14:03:00
0062222026-04-21,2,4104,9:39:00,9:41:00
0062222026-04-21,3,78400,10:11:00,10:13:00
0062222026-04-21,4,4040,11:03:00,11:06:00
0062222026-04-21,8,80100,13:05:00,13:08:00
0062222026-04-21,9,11208,14:01:00,14:03:00
0062222026-04-22,2,4104,9:39:00,9:41:00
0062222026-04-22,3,78400,10:11:00,10:13:00
0062222026-04-22,4,4040,11:03:00,11:06:00
0062222026-04-22,8,80100,13:05:00,13:08:00
0062222026-04-22,9,11208,14:01:00,14:03:00
0062222026-04-23,2,4104,9:39:00,9:41:00
0062222026-04-23,3,78400,10:11:00,10:13:00
0062222026-04-23,4,4040,11:03:00,11:06:00
0062222026-04-23,8,80100,13:05:00,13:08:00
0062222026-04-23,9,11208,14:01:00,14:03:00
0062222026-04-24,2,4104,9:39:00,9:41:00
0062222026-04-24,3,78400,10:11:00,10:13:00
0062222026-04-24,4,4040,11:03:00,11:06:00
0062222026-04-24,8,80100,13:05:00,13:08:00
0062222026-04-24,9,11208,14:01:00,14:03:00
0062222026-04-25,2,4104,9:39:00,9:41:00
0062222026-04-25,3,78400,10:11:00,10:13:00
0062222026-04-25,4,4040,11:03:00,11:06:00
0062222026-04-25,8,80100,13:05:00,13:08:00
0062222026-04-25,9,11208,14:01:00,14:03:00
0062222026-04-26,2,4104,9:39:00,9:41:00
0062222026-04-26,3,78400,10:11:00,10:13:00
0062222026-04-26,4,4040,11:03:00,11:06:00
0062222026-04-26,8,80100,13:05:00,13:08:00
0062222026-04-26,9,11208,14:01:00,14:03:00
0062222026-04-27,2,4104,9:39:00,9:41:00
0062222026-04-27,3,78400,10:11:00,10:13:00
0062222026-04-27,4,4040,11:03:00,11:06:00
0062222026-04-27,8,80100,13:05:00,13:08:00
0062222026-04-27,9,11208,14:01:00,14:03:00
0062222026-04-28,2,4104,9:39:00,9:41:00
0062222026-04-28,3,78400,10:11:00,10:13:00
0062222026-04-28,4,4040,11:03:00,11:06:00
0062222026-04-28,8,80100,13:05:00,13:08:00
0062222026-04-28,9,11208,14:01:00,14:03:00
0062222026-04-29,2,4104,9:39:00,9:41:00
0062222026-04-29,3,78400,10:11:00,10:13:00
0062222026-04-29,4,4040,11:03:00,11:06:00
0062222026-04-29,8,80100,13:05:00,13:08:00
0062222026-04-29,9,11208,14:01:00,14:03:00
0062222026-04-30,2,4104,9:39:00,9:41:00
0062222026-04-30,3,78400,10:11:00,10:13:00
0062222026-04-30,4,4040,11:03:00,11:06:00
0062222026-04-30,8,80100,13:05:00,13:08:00
0062222026-04-30,9,11208,14:01:00,14:03:00
0062222026-05-01,2,4104,9:39:00,9:41:00
0062222026-05-01,3,78400,10:11:00,10:13:00
0062222026-05-01,4,4040,11:03:00,11:06:00
0062222026-05-01,8,80100,13:05:00,13:08:00
0062222026-05-01,9,11208,14:01:00,14:03:00
0062222026-05-02,2,4104,9:39:00,9:41:00
0062222026-05-02,3,78400,10:11:00,10:13:00
0062222026-05-02,4,4040,11:03:00,11:06:00
0062222026-05-02,8,80100,13:05:00,13:08:00
0062222026-05-02,9,11208,14:01:00,14:03:00
0062222026-05-03,2,4104,9:39:00,9:41:00
0062222026-05-03,3,78400,10:11:00,10:13:00
0062222026-05-03,4,4040,11:03:00,11:06:00
0062222026-05-03,8,80100,13:05:00,13:08:00
0062222026-05-03,9,11208,14:01:00,14:03:00
0062222026-05-04,2,4104,9:39:00,9:41:00
0062222026-05-04,3,78400,10:11:00,10:13:00
0062222026-05-04,4,4040,11:03:00,11:06:00
0062222026-05-04,8,80100,13:05:00,13:08:00
0062222026-05-04,9,11208,14:01:00,14:03:00
0062222026-05-05,2,4104,9:39:00,9:41:00
0062222026-05-05,3,78400,10:11:00,10:13:00
0062222026-05-05,4,4040,11:03:00,11:06:00
0062222026-05-05,8,80100,13:05:00,13:08:00
0062222026-05-05,9,11208,14:01:00,14:03:00
0062222026-05-06,2,4104,9:39:00,9:41:00
0062222026-05-06,3,78400,10:11:00,10:13:00
0062222026-05-06,4,4040,11:03:00,11:06:00
0062222026-05-06,8,80100,13:05:00,13:08:00
0062222026-05-06,9,11208,14:01:00,14:03:00
0062222026-05-07,2,4104,9:39:00,9:41:00
0062222026-05-07,3,78400,10:11:00,10:13:00
0062222026-05-07,4,4040,11:03:00,11:06:00
0062222026-05-07,8,80100,13:05:00,13:08:00
0062222026-05-07,9,11208,14:01:00,14:03:00
0062222026-05-08,2,4104,9:39:00,9:41:00
0062222026-05-08,3,78400,10:11:00,10:13:00
0062222026-05-08,4,4040,11:03:00,11:06:00
0062222026-05-08,8,80100,13:05:00,13:08:00
0062222026-05-08,9,11208,14:01:00,14:03:00
0062222026-05-09,2,4104,9:39:00,9:41:00
0062222026-05-09,3,78400,10:11:00,10:13:00
0062222026-05-09,4,4040,11:03:00,11:06:00
0062222026-05-09,8,80100,13:05:00,13:08:00
0062222026-05-09,9,11208,14:01:00,14:03:00
0062222026-05-10,2,4104,9:39:00,9:41:00
0062222026-05-10,3,78400,10:11:00,10:13:00
0062222026-05-10,4,4040,11:03:00,11:06:00
0062222026-05-10,8,80100,13:05:00,13:08:00
0062222026-05-10,9,11208,14:01:00,14:03:00
0062222026-05-11,2,4104,9:39:00,9:41:00
0062222026-05-11,3,78400,10:11:00,10:13:00
0062222026-05-11,4,4040,11:03:00,11:06:00
0062222026-05-11,8,80100,13:05:00,13:08:00
0062222026-05-11,9,11208,14:01:00,14:03:00
0062222026-05-12,2,4104,9:39:00,9:41:00
0062222026-05-12,3,78400,10:11:00,10:13:00
0062222026-05-12,4,4040,11:03:00,11:06:00
0062222026-05-12,8,80100,13:05:00,13:08:00
0062222026-05-12,9,11208,14:01:00,14:03:00
0062222026-05-30,2,4104,9:39:00,9:41:00
0062222026-05-30,3,78400,10:11:00,10:13:00
0062222026-05-30,4,4040,11:03:00,11:06:00
0062222026-05-30,8,80100,13:05:00,13:08:00
0062222026-05-30,9,11208,14:01:00,14:03:00
0062222026-06-02,2,4104,9:39:00,9:41:00
0062222026-06-02,3,78400,10:11:00,10:13:00
0062222026-06-02,4,4040,11:03:00,11:06:00
0062222026-06-02,8,80100,13:05:00,13:08:00
0062222026-06-02,9,11208,14:01:00,14:03:00
0062222026-07-25,2,4104,9:39:00,9:41:00
0062222026-07-25,3,78400,10:11:00,10:13:00
0062222026-07-25,4,4040,11:03:00,11:06:00
0062222026-07-25,8,80100,13:05:00,13:08:00
0062222026-07-25,9,11208,14:01:00,14:03:00
0062222026-07-30,2,4104,9:39:00,9:41:00
0062222026-07-30,3,78400,10:11:00,10:13:00
0062222026-07-30,4,4040,11:03:00,11:06:00
0062222026-07-30,8,80100,13:05:00,13:08:00
0062222026-07-30,9,11208,14:01:00,14:03:00
0062222026-09-12,2,4104,9:39:00,9:41:00
0062222026-09-12,3,78400,10:11:00,10:13:00
0062222026-09-12,4,4040,11:03:00,11:06:00
0062222026-09-12,8,80100,13:05:00,13:08:00
0062222026-09-12,9,11208,14:01:00,14:03:00
0062222026-09-14,2,4104,9:39:00,9:41:00
0062222026-09-14,3,78400,10:11:00,10:13:00
0062222026-09-14,4,4040,11:03:00,11:06:00
0062222026-09-14,8,80100,13:05:00,13:08:00
0062222026-09-14,9,11208,14:01:00,14:03:00
0062232026-04-07,2,4040,11:03:00,11:06:00
0062232026-04-07,6,80100,13:05:00,13:08:00
0062232026-04-07,7,11208,14:01:00,14:03:00
0062232026-04-07,19,22100,20:59:00,21:01:00
0062232026-04-07,20,31400,21:48:00,21:50:00
0062232026-04-08,2,4040,11:03:00,11:06:00
0062232026-04-08,6,80100,13:05:00,13:08:00
0062232026-04-08,7,11208,14:01:00,14:03:00
0062232026-04-08,19,22100,20:59:00,21:01:00
0062232026-04-08,20,31400,21:48:00,21:50:00
0062232026-04-09,2,4040,11:03:00,11:06:00
0062232026-04-09,6,80100,13:05:00,13:08:00
0062232026-04-09,7,11208,14:01:00,14:03:00
0062232026-04-09,19,22100,20:59:00,21:01:00
0062232026-04-09,20,31400,21:48:00,21:50:00
0062232026-04-10,2,4040,11:03:00,11:06:00
0062232026-04-10,6,80100,13:05:00,13:08:00
0062232026-04-10,7,11208,14:01:00,14:03:00
0062232026-04-10,19,22100,20:59:00,21:01:00
0062232026-04-10,20,31400,21:48:00,21:50:00
0062232026-04-11,2,4040,11:03:00,11:06:00
0062232026-04-11,6,80100,13:05:00,13:08:00
0062232026-04-11,7,11208,14:01:00,14:03:00
0062232026-04-11,19,22100,20:59:00,21:01:00
0062232026-04-11,20,31400,21:48:00,21:50:00
0062232026-04-12,2,4040,11:03:00,11:06:00
0062232026-04-12,6,80100,13:05:00,13:08:00
0062232026-04-12,7,11208,14:01:00,14:03:00
0062232026-04-12,19,22100,20:59:00,21:01:00
0062232026-04-12,20,31400,21:48:00,21:50:00
0062232026-04-13,2,4040,11:03:00,11:06:00
0062232026-04-13,6,80100,13:05:00,13:08:00
0062232026-04-13,7,11208,14:01:00,14:03:00
0062232026-04-13,19,22100,20:59:00,21:01:00
0062232026-04-13,20,31400,21:48:00,21:50:00
0062232026-04-14,2,4040,11:03:00,11:06:00
0062232026-04-14,6,80100,13:05:00,13:08:00
0062232026-04-14,7,11208,14:01:00,14:03:00
0062232026-04-14,19,22100,20:59:00,21:01:00
0062232026-04-14,20,31400,21:48:00,21:50:00
0062232026-04-15,2,4040,11:03:00,11:06:00
0062232026-04-15,6,80100,13:05:00,13:08:00
0062232026-04-15,7,11208,14:01:00,14:03:00
0062232026-04-15,19,22100,20:59:00,21:01:00
0062232026-04-15,20,31400,21:48:00,21:50:00
0062232026-04-16,2,4040,11:03:00,11:06:00
0062232026-04-16,6,80100,13:05:00,13:08:00
0062232026-04-16,7,11208,14:01:00,14:03:00
0062232026-04-16,19,22100,20:59:00,21:01:00
0062232026-04-16,20,31400,21:48:00,21:50:00
0062232026-04-17,2,4040,11:03:00,11:06:00
0062232026-04-17,6,80100,13:05:00,13:08:00
0062232026-04-17,7,11208,14:01:00,14:03:00
0062232026-04-17,19,22100,20:59:00,21:01:00
0062232026-04-17,20,31400,21:48:00,21:50:00
0062232026-04-18,2,4040,11:03:00,11:06:00
0062232026-04-18,6,80100,13:05:00,13:08:00
0062232026-04-18,7,11208,14:01:00,14:03:00
0062232026-04-18,19,22100,20:59:00,21:01:00
0062232026-04-18,20,31400,21:48:00,21:50:00
0062232026-04-19,2,4040,11:03:00,11:06:00
0062232026-04-19,6,80100,13:05:00,13:08:00
0062232026-04-19,7,11208,14:01:00,14:03:00
0062232026-04-19,19,22100,20:59:00,21:01:00
0062232026-04-19,20,31400,21:48:00,21:50:00
0062232026-04-20,2,4040,11:03:00,11:06:00
0062232026-04-20,6,80100,13:05:00,13:08:00
0062232026-04-20,7,11208,14:01:00,14:03:00
0062232026-04-20,19,22100,20:59:00,21:01:00
0062232026-04-20,20,31400,21:48:00,21:50:00
0062232026-04-21,2,4040,11:03:00,11:06:00
0062232026-04-21,6,80100,13:05:00,13:08:00
0062232026-04-21,7,11208,14:01:00,14:03:00
0062232026-04-21,19,22100,20:59:00,21:01:00
0062232026-04-21,20,31400,21:48:00,21:50:00
0062232026-04-22,2,4040,11:03:00,11:06:00
0062232026-04-22,6,80100,13:05:00,13:08:00
0062232026-04-22,7,11208,14:01:00,14:03:00
0062232026-04-22,19,22100,20:59:00,21:01:00
0062232026-04-22,20,31400,21:48:00,21:50:00
0062232026-04-23,2,4040,11:03:00,11:06:00
0062232026-04-23,6,80100,13:05:00,13:08:00
0062232026-04-23,7,11208,14:01:00,14:03:00
0062232026-04-23,19,22100,20:59:00,21:01:00
0062232026-04-23,20,31400,21:48:00,21:50:00
0062232026-04-24,2,4040,11:03:00,11:06:00
0062232026-04-24,6,80100,13:05:00,13:08:00
0062232026-04-24,7,11208,14:01:00,14:03:00
0062232026-04-24,19,22100,20:59:00,21:01:00
0062232026-04-24,20,31400,21:48:00,21:50:00
0062232026-04-25,2,4040,11:03:00,11:06:00
0062232026-04-25,6,80100,13:05:00,13:08:00
0062232026-04-25,7,11208,14:01:00,14:03:00
0062232026-04-25,19,22100,20:59:00,21:01:00
0062232026-04-25,20,31400,21:48:00,21:50:00
0062232026-04-26,2,4040,11:03:00,11:06:00
0062232026-04-26,6,80100,13:05:00,13:08:00
0062232026-04-26,7,11208,14:01:00,14:03:00
0062232026-04-26,19,22100,20:59:00,21:01:00
0062232026-04-26,20,31400,21:48:00,21:50:00
0062232026-04-27,2,4040,11:03:00,11:06:00
0062232026-04-27,6,80100,13:05:00,13:08:00
0062232026-04-27,7,11208,14:01:00,14:03:00
0062232026-04-27,19,22100,20:59:00,21:01:00
0062232026-04-27,20,31400,21:48:00,21:50:00
0062232026-04-28,2,4040,11:03:00,11:06:00
0062232026-04-28,6,80100,13:05:00,13:08:00
0062232026-04-28,7,11208,14:01:00,14:03:00
0062232026-04-28,19,22100,20:59:00,21:01:00
0062232026-04-28,20,31400,21:48:00,21:50:00
0062232026-04-29,2,4040,11:03:00,11:06:00
0062232026-04-29,6,80100,13:05:00,13:08:00
0062232026-04-29,7,11208,14:01:00,14:03:00
0062232026-04-29,19,22100,20:59:00,21:01:00
0062232026-04-29,20,31400,21:48:00,21:50:00
0062232026-04-30,2,4040,11:03:00,11:06:00
0062232026-04-30,6,80100,13:05:00,13:08:00
0062232026-04-30,7,11208,14:01:00,14:03:00
0062232026-04-30,19,22100,20:59:00,21:01:00
0062232026-04-30,20,31400,21:48:00,21:50:00
0062232026-05-01,2,4040,11:03:00,11:06:00
0062232026-05-01,6,80100,13:05:00,13:08:00
0062232026-05-01,7,11208,14:01:00,14:03:00
0062232026-05-01,19,22100,20:59:00,21:01:00
0062232026-05-01,20,31400,21:48:00,21:50:00
0062232026-05-02,2,4040,11:03:00,11:06:00
0062232026-05-02,6,80100,13:05:00,13:08:00
0062232026-05-02,7,11208,14:01:00,14:03:00
0062232026-05-02,19,22100,20:59:00,21:01:00
0062232026-05-02,20,31400,21:48:00,21:50:00
0062232026-05-03,2,4040,11:03:00,11:06:00
0062232026-05-03,6,80100,13:05:00,13:08:00
0062232026-05-03,7,11208,14:01:00,14:03:00
0062232026-05-03,19,22100,20:59:00,21:01:00
0062232026-05-03,20,31400,21:48:00,21:50:00
0062232026-05-04,2,4040,11:03:00,11:06:00
0062232026-05-04,6,80100,13:05:00,13:08:00
0062232026-05-04,7,11208,14:01:00,14:03:00
0062232026-05-04,19,22100,20:59:00,21:01:00
0062232026-05-04,20,31400,21:48:00,21:50:00
0062232026-05-05,2,4040,11:03:00,11:06:00
0062232026-05-05,6,80100,13:05:00,13:08:00
0062232026-05-05,7,11208,14:01:00,14:03:00
0062232026-05-05,19,22100,20:59:00,21:01:00
0062232026-05-05,20,31400,21:48:00,21:50:00
0062232026-05-06,2,4040,11:03:00,11:06:00
0062232026-05-06,6,80100,13:05:00,13:08:00
0062232026-05-06,7,11208,14:01:00,14:03:00
0062232026-05-06,19,22100,20:59:00,21:01:00
0062232026-05-06,20,31400,21:48:00,21:50:00
0062232026-05-07,2,4040,11:03:00,11:06:00
0062232026-05-07,6,80100,13:05:00,13:08:00
0062232026-05-07,7,11208,14:01:00,14:03:00
0062232026-05-07,19,22100,20:59:00,21:01:00
0062232026-05-07,20,31400,21:48:00,21:50:00
0062232026-05-08,2,4040,11:03:00,11:06:00
0062232026-05-08,6,80100,13:05:00,13:08:00
0062232026-05-08,7,11208,14:01:00,14:03:00
0062232026-05-08,19,22100,20:59:00,21:01:00
0062232026-05-08,20,31400,21:48:00,21:50:00
0062232026-05-09,2,4040,11:03:00,11:06:00
0062232026-05-09,6,80100,13:05:00,13:08:00
0062232026-05-09,7,11208,14:01:00,14:03:00
0062232026-05-09,19,22100,20:59:00,21:01:00
0062232026-05-09,20,31400,21:48:00,21:50:00
0062232026-05-10,2,4040,11:03:00,11:06:00
0062232026-05-10,6,80100,13:05:00,13:08:00
0062232026-05-10,7,11208,14:01:00,14:03:00
0062232026-05-10,19,22100,20:59:00,21:01:00
0062232026-05-10,20,31400,21:48:00,21:50:00
0062232026-05-11,2,4040,11:03:00,11:06:00
0062232026-05-11,6,80100,13:05:00,13:08:00
0062232026-05-11,7,11208,14:01:00,14:03:00
0062232026-05-11,19,22100,20:59:00,21:01:00
0062232026-05-11,20,31400,21:48:00,21:50:00
0062232026-05-12,2,4040,11:03:00,11:06:00
0062232026-05-12,6,80100,13:05:00,13:08:00
0062232026-05-12,7,11208,14:01:00,14:03:00
0062232026-05-12,19,22100,20:59:00,21:01:00
0062232026-05-12,20,31400,21:48:00,21:50:00
0062232026-05-30,2,4040,11:03:00,11:06:00
0062232026-05-30,6,80100,13:05:00,13:08:00
0062232026-05-30,7,11208,14:01:00,14:03:00
0062232026-05-30,19,22100,20:59:00,21:01:00
0062232026-05-30,20,31400,21:48:00,21:50:00
0062232026-06-02,2,4040,11:03:00,11:06:00
0062232026-06-02,6,80100,13:05:00,13:08:00
0062232026-06-02,7,11208,14:01:00,14:03:00
0062232026-06-02,19,22100,20:59:00,21:01:00
0062232026-06-02,20,31400,21:48:00,21:50:00
0062232026-07-25,2,4040,11:03:00,11:06:00
0062232026-07-25,6,80100,13:05:00,13:08:00
0062232026-07-25,7,11208,14:01:00,14:03:00
0062232026-07-25,19,22100,20:59:00,21:01:00
0062232026-07-25,20,31400,21:48:00,21:50:00
0062232026-07-30,2,4040,11:03:00,11:06:00
0062232026-07-30,6,80100,13:05:00,13:08:00
0062232026-07-30,7,11208,14:01:00,14:03:00
0062232026-07-30,19,22100,20:59:00,21:01:00
0062232026-07-30,20,31400,21:48:00,21:50:00
0062232026-09-12,2,4040,11:03:00,11:06:00
0062232026-09-12,6,80100,13:05:00,13:08:00
0062232026-09-12,7,11208,14:01:00,14:03:00
0062232026-09-12,19,22100,20:59:00,21:01:00
0062232026-09-12,20,31400,21:48:00,21:50:00
0062232026-09-14,2,4040,11:03:00,11:06:00
0062232026-09-14,6,80100,13:05:00,13:08:00
0062232026-09-14,7,11208,14:01:00,14:03:00
0062232026-09-14,19,22100,20:59:00,21:01:00
0062232026-09-14,20,31400,21:48:00,21:50:00
0062252026-04-04,2,4104,9:39:00,9:41:00
0062252026-04-04,3,78400,10:11:00,10:13:00
0062252026-04-07,2,4104,9:39:00,9:41:00
0062252026-04-07,3,78400,10:11:00,10:13:00
0062252026-04-08,2,4104,9:39:00,9:41:00
0062252026-04-08,3,78400,10:11:00,10:13:00
0062252026-04-09,2,4104,9:39:00,9:41:00
0062252026-04-09,3,78400,10:11:00,10:13:00
0062252026-04-10,2,4104,9:39:00,9:41:00
0062252026-04-10,3,78400,10:11:00,10:13:00
0062252026-04-11,2,4104,9:39:00,9:41:00
0062252026-04-11,3,78400,10:11:00,10:13:00
0062252026-04-12,2,4104,9:39:00,9:41:00
0062252026-04-12,3,78400,10:11:00,10:13:00
0062252026-04-13,2,4104,9:39:00,9:41:00
0062252026-04-13,3,78400,10:11:00,10:13:00
0062252026-04-14,2,4104,9:39:00,9:41:00
0062252026-04-14,3,78400,10:11:00,10:13:00
0062252026-04-15,2,4104,9:39:00,9:41:00
0062252026-04-15,3,78400,10:11:00,10:13:00
0062252026-04-16,2,4104,9:39:00,9:41:00
0062252026-04-16,3,78400,10:11:00,10:13:00
0062252026-04-17,2,4104,9:39:00,9:41:00
0062252026-04-17,3,78400,10:11:00,10:13:00
0062252026-04-18,2,4104,9:39:00,9:41:00
0062252026-04-18,3,78400,10:11:00,10:13:00
0062252026-04-19,2,4104,9:39:00,9:41:00
0062252026-04-19,3,78400,10:11:00,10:13:00
0062252026-04-20,2,4104,9:39:00,9:41:00
0062252026-04-20,3,78400,10:11:00,10:13:00
0062252026-04-21,2,4104,9:39:00,9:41:00
0062252026-04-21,3,78400,10:11:00,10:13:00
0062252026-04-22,2,4104,9:39:00,9:41:00
0062252026-04-22,3,78400,10:11:00,10:13:00
0062252026-04-23,2,4104,9:39:00,9:41:00
0062252026-04-23,3,78400,10:11:00,10:13:00
0062252026-04-24,2,4104,9:39:00,9:41:00
0062252026-04-24,3,78400,10:11:00,10:13:00
0062252026-04-25,2,4104,9:39:00,9:41:00
0062252026-04-25,3,78400,10:11:00,10:13:00
0062252026-04-26,2,4104,9:39:00,9:41:00
0062252026-04-26,3,78400,10:11:00,10:13:00
0062252026-04-27,2,4104,9:39:00,9:41:00
0062252026-04-27,3,78400,10:11:00,10:13:00
0062252026-04-28,2,4104,9:39:00,9:41:00
0062252026-04-28,3,78400,10:11:00,10:13:00
0062252026-04-29,2,4104,9:39:00,9:41:00
0062252026-04-29,3,78400,10:11:00,10:13:00
0062252026-04-30,2,4104,9:39:00,9:41:00
0062252026-04-30,3,78400,10:11:00,10:13:00
0062252026-05-01,2,4104,9:39:00,9:41:00
0062252026-05-01,3,78400,10:11:00,10:13:00
0062252026-05-02,2,4104,9:39:00,9:41:00
0062252026-05-02,3,78400,10:11:00,10:13:00
0062252026-05-03,2,4104,9:39:00,9:41:00
0062252026-05-03,3,78400,10:11:00,10:13:00
0062252026-05-04,2,4104,9:39:00,9:41:00
0062252026-05-04,3,78400,10:11:00,10:13:00
0062252026-05-05,2,4104,9:39:00,9:41:00
0062252026-05-05,3,78400,10:11:00,10:13:00
0062252026-05-06,2,4104,9:39:00,9:41:00
0062252026-05-06,3,78400,10:11:00,10:13:00
0062252026-05-07,2,4104,9:39:00,9:41:00
0062252026-05-07,3,78400,10:11:00,10:13:00
0062252026-05-08,2,4104,9:39:00,9:41:00
0062252026-05-08,3,78400,10:11:00,10:13:00
0062252026-05-09,2,4104,9:39:00,9:41:00
0062252026-05-09,3,78400,10:11:00,10:13:00
0062252026-05-10,2,4104,9:39:00,9:41:00
0062252026-05-10,3,78400,10:11:00,10:13:00
0062252026-05-11,2,4104,9:39:00,9:41:00
0062252026-05-11,3,78400,10:11:00,10:13:00
0062252026-05-12,2,4104,9:39:00,9:41:00
0062252026-05-12,3,78400,10:11:00,10:13:00
0062252026-05-30,2,4104,9:39:00,9:41:00
0062252026-05-30,3,78400,10:11:00,10:13:00
0062252026-06-02,2,4104,9:39:00,9:41:00
0062252026-06-02,3,78400,10:11:00,10:13:00
0062252026-07-25,2,4104,9:39:00,9:41:00
0062252026-07-25,3,78400,10:11:00,10:13:00
0062252026-07-30,2,4104,9:39:00,9:41:00
0062252026-07-30,3,78400,10:11:00,10:13:00
0062252026-09-12,2,4104,9:39:00,9:41:00
0062252026-09-12,3,78400,10:11:00,10:13:00
0062252026-09-14,2,4104,9:39:00,9:41:00
0062252026-09-14,3,78400,10:11:00,10:13:00
0062512026-04-04,2,31400,8:41:00,8:43:00
0062512026-04-04,3,22100,9:23:00,9:25:00
0062512026-04-04,15,11208,16:27:00,16:29:00
0062512026-04-04,16,80100,17:22:00,17:25:00
0062512026-04-04,20,4040,19:23:00,19:26:00
0062512026-04-04,21,78400,20:14:00,20:16:00
0062512026-04-04,22,4104,20:52:00,20:54:00
0062522026-04-04,13,11208,16:27:00,16:29:00
0062522026-04-04,14,80100,17:22:00,17:25:00
0062522026-04-04,18,4040,19:23:00,19:26:00
0062522026-04-04,19,78400,20:14:00,20:16:00
0062522026-04-04,20,4104,20:52:00,20:54:00
0062532026-04-04,2,31400,8:41:00,8:43:00
0062532026-04-04,3,22100,9:23:00,9:25:00
0062532026-04-04,15,11208,16:27:00,16:29:00
0062532026-04-04,16,80100,17:22:00,17:25:00
0062532026-04-04,20,4040,19:23:00,19:26:00
0062532026-04-04,21,78400,20:14:00,20:16:00
0062532026-04-04,22,4104,20:52:00,20:54:00
0062612026-04-04,2,4104,9:39:00,9:41:00
0062612026-04-04,3,78400,10:11:00,10:13:00
0062612026-04-04,4,4040,11:03:00,11:06:00
0062612026-04-04,8,80100,13:05:00,13:08:00
0062612026-04-04,9,11208,14:01:00,14:03:00
0062612026-04-04,21,22100,20:59:00,21:01:00
0062612026-04-04,22,31400,21:48:00,21:51:00
0062622026-04-04,2,4104,9:39:00,9:41:00
0062622026-04-04,3,78400,10:11:00,10:13:00
0062622026-04-04,4,4040,11:03:00,11:06:00
0062622026-04-04,8,80100,13:05:00,13:08:00
0062622026-04-04,9,11208,14:01:00,14:03:00
0062632026-04-04,2,4104,9:39:00,9:41:00
0062632026-04-04,3,78400,10:11:00,10:13:00
0062632026-04-04,4,4040,11:03:00,11:06:00
0062632026-04-04,8,80100,13:05:00,13:08:00
0062632026-04-04,9,11208,14:01:00,14:03:00
0062632026-04-04,21,22100,20:59:00,21:01:00
0062632026-04-04,22,31400,21:48:00,21:51:00
0062652026-04-04,2,4104,9:39:00,9:41:00
0062652026-04-04,3,78400,10:11:00,10:13:00
0063112026-04-04,3,10600,13:32:00,13:34:00
0063112026-04-04,6,11208,16:27:00,16:29:00
0063112026-04-04,7,80100,17:22:00,17:25:00
0063112026-04-04,11,4040,19:23:00,19:26:00
0063112026-04-04,12,78400,20:14:00,20:16:00
0063112026-04-04,13,4104,20:52:00,20:54:00
0063112026-04-07,6,10600,8:32:00,8:34:00
0063112026-04-07,9,11208,10:58:00,11:00:00
0063112026-04-07,10,80100,11:57:00,11:59:00
0063112026-04-08,6,10600,8:32:00,8:34:00
0063112026-04-08,9,11208,10:58:00,11:00:00
0063112026-04-08,10,80100,11:57:00,11:59:00
0063112026-04-09,6,10600,8:32:00,8:34:00
0063112026-04-09,9,11208,10:58:00,11:00:00
0063112026-04-09,10,80100,11:57:00,11:59:00
0063112026-04-10,6,10600,8:32:00,8:34:00
0063112026-04-10,9,11208,10:58:00,11:00:00
0063112026-04-10,10,80100,11:57:00,11:59:00
0063112026-04-11,6,10600,8:32:00,8:34:00
0063112026-04-11,9,11208,10:58:00,11:00:00
0063112026-04-11,10,80100,11:57:00,11:59:00
0063112026-04-12,6,10600,8:32:00,8:34:00
0063112026-04-12,9,11208,10:58:00,11:00:00
0063112026-04-12,10,80100,11:57:00,11:59:00
0063112026-04-13,6,10600,8:32:00,8:34:00
0063112026-04-13,9,11208,10:58:00,11:00:00
0063112026-04-13,10,80100,11:57:00,11:59:00
0063112026-04-14,6,10600,8:32:00,8:34:00
0063112026-04-14,9,11208,10:58:00,11:00:00
0063112026-04-14,10,80100,11:57:00,11:59:00
0063112026-04-15,6,10600,8:32:00,8:34:00
0063112026-04-15,9,11208,10:58:00,11:00:00
0063112026-04-15,10,80100,11:57:00,11:59:00
0063112026-04-16,6,10600,8:32:00,8:34:00
0063112026-04-16,9,11208,10:58:00,11:00:00
0063112026-04-16,10,80100,11:57:00,11:59:00
0063112026-04-17,6,10600,8:32:00,8:34:00
0063112026-04-17,9,11208,10:58:00,11:00:00
0063112026-04-17,10,80100,11:57:00,11:59:00
0063112026-04-18,6,10600,8:32:00,8:34:00
0063112026-04-18,9,11208,10:58:00,11:00:00
0063112026-04-18,10,80100,11:57:00,11:59:00
0063112026-04-19,6,10600,8:32:00,8:34:00
0063112026-04-19,9,11208,10:58:00,11:00:00
0063112026-04-19,10,80100,11:57:00,11:59:00
0063112026-04-20,6,10600,8:32:00,8:34:00
0063112026-04-20,9,11208,10:58:00,11:00:00
0063112026-04-20,10,80100,11:57:00,11:59:00
0063112026-04-21,6,10600,8:32:00,8:34:00
0063112026-04-21,9,11208,10:58:00,11:00:00
0063112026-04-21,10,80100,11:57:00,11:59:00
0063112026-04-22,6,10600,8:32:00,8:34:00
0063112026-04-22,9,11208,10:58:00,11:00:00
0063112026-04-22,10,80100,11:57:00,11:59:00
0063112026-04-23,6,10600,8:32:00,8:34:00
0063112026-04-23,9,11208,10:58:00,11:00:00
